ID,y
1,78.51061248779297
2,94.41818237304688
3,79.17272186279297
4,78.22193908691406
5,112.01216888427734
8,92.40611267089844
10,112.38036346435547
11,93.70608520507812
12,116.7035140991211
14,94.26325988769531
15,115.9461669921875
16,103.77692413330078
17,95.65072631835938
19,94.69544982910156
20,104.71931457519531
21,95.58795928955078
22,116.29135131835938
23,95.65072631835938
26,94.5042495727539
28,94.32673645019531
29,95.65072631835938
33,95.65072631835938
35,94.0819320678711
41,95.65072631835938
42,94.5271987915039
43,116.58187866210938
45,103.00299072265625
46,103.18470764160156
51,94.3538589477539
53,78.5408706665039
55,113.2801284790039
56,93.04430389404297
57,103.42890930175781
58,94.32986450195312
59,103.57666015625
63,112.37205505371094
64,95.31439208984375
65,104.20262908935547
69,94.52887725830078
71,95.97322082519531
72,103.70880889892578
73,94.60356903076172
76,103.57666015625
77,104.60961151123047
78,115.61434173583984
82,94.73206329345703
83,104.20262908935547
84,94.0190200805664
85,104.08395385742188
87,112.1696548461914
88,95.65072631835938
89,113.09532165527344
91,93.75769805908203
93,92.75270080566406
94,103.29031372070312
95,94.54118347167969
96,112.21766662597656
97,94.02051544189453
98,112.4236068725586
99,93.56129455566406
101,103.75672149658203
103,113.09532165527344
104,93.79590606689453
105,111.97907257080078
110,95.09577178955078
111,111.60317993164062
113,112.38880920410156
114,93.95897674560547
115,113.29010009765625
117,113.09532165527344
120,92.80181884765625
121,112.64894104003906
122,94.33946228027344
123,113.1163101196289
126,112.76629638671875
132,112.95903778076172
135,104.2317123413086
137,103.45904541015625
138,94.80638885498047
140,92.93064880371094
142,111.59232330322266
144,112.4747085571289
148,92.52767181396484
149,112.8048095703125
155,94.4721908569336
156,112.4777603149414
157,94.02051544189453
162,112.87040710449219
163,94.3736343383789
167,94.14808654785156
172,116.58187866210938
179,111.97284698486328
180,95.22932434082031
181,111.21851348876953
182,96.058349609375
183,113.09532165527344
185,113.09532165527344
187,112.78565979003906
188,94.60356903076172
189,93.8565673828125
191,93.75106811523438
192,113.11333465576172
193,94.73898315429688
194,111.98367309570312
195,93.73987579345703
196,112.96465301513672
198,95.79617309570312
199,112.25579833984375
201,104.1214828491211
204,95.17121124267578
205,103.91932678222656
206,94.20542907714844
210,94.06681823730469
211,103.75672149658203
216,112.37353515625
219,116.7035140991211
220,93.68821716308594
221,111.7608642578125
226,111.21851348876953
227,93.61195373535156
228,112.37353515625
230,112.29818725585938
231,94.02051544189453
235,116.29135131835938
236,93.75769805908203
238,112.06401824951172
242,103.45228576660156
243,93.71573638916016
244,79.01831817626953
245,112.27011108398438
247,111.7245864868164
248,93.41837310791016
249,94.32939910888672
250,112.08651733398438
251,93.75769805908203
253,116.29135131835938
254,93.7154541015625
256,94.65259552001953
257,93.80088806152344
258,113.16252136230469
259,93.75769805908203
262,79.34796142578125
266,93.5738525390625
267,112.03948974609375
272,102.3923568725586
273,113.09532165527344
275,95.75584411621094
276,112.74597930908203
279,95.02188873291016
280,104.20262908935547
283,94.02051544189453
285,112.39691162109375
